sr_no,date_of_complaint,complaint_number,complainant_name_org,category_of_complaint,complaint,place_of_incident,violation_of_law,action_initiated,status,date_of_action_taken,state_id,page,ai_animal_type,ai_dog_type,ai_complaint_type
4,04/11/2025,9-6/2025-26/2534/PCA,-,-,"Information and complaint regarding animal smuggling and cruelty to animals through road transport in Dausa District, Rajasthan","Dausa
District, Rajasthan",-,-,-,12/11/2025,28,1,unclear,Not Applicable,Not Applicable
5,04/11/2025,9-6/2025-26/2531/PCA,-,-,"Complaint animal smuggling and cruelty are being carried out openly in the district of Bundi Rajasthan, particularly around Indragarh city and the Lakheri Toll Plaza, which falls under the jurisdiction of Lakheri Police Station, District Bundi",-,-,-,-,12/11/2025,28,1,unclear,Not Applicable,Not Applicable
6,03/11/2025,9-6/2025-26/2526/PCA,-,-,"Respected Team,  

I am writing to bring to your attention the increasing problem of stray dogs in our village. These dogs have become aggressive and are causing serious issues for the residents.  

Recently, they have been attacking our farm animals, especially goats and cows, resulting in injuries and losses. Even more concerning, some school-going children have been chased and attacked, creating fear among parents and students.  

We kindly request the authorities to take immediate action to control and relocate these stray dogs before any serious harm occurs.  

We hope you will treat this matter with urgency..","2334, hasan Raza Gali Behind Bank of Baroda opposite Madina Masjid Basni Belima Nagaur",-,-,-,26/11/2025,28,1,dog,stray,harm_fear_or_nuisance_by_dogs
7,28/09/2025,9-6/2025-26/2396/PCA,Yashpal,-,"In Ward No. 25, Bakalsar Bas, Sardarshahar, Churu, Rajasthan, a shocking incident of animal cruelty has been reported. A dog was seen being held by its hind legs and beaten by a man named Yashpal, along with female members of his family. According to reports, the dog was killed due to this violent act. This is a clear violation of the Prevention of Cruelty to Animals Act, 1960 and the Indian Penal Code. Strict investigation and legal action should be taken against the accused to ensure justice and to prevent such acts of cruelty in the future.","bukalsar bass, sardarshahar, churu, rajasthan",-,-,-,22/10/2025,28,1,dog,pet,harm_or_threat_to_dogs
8,23/09/2025,9-6/2025-26/2376/PCA,Babblu Maher,-,"On 4th September 2025, Babblu Maher ran over the dog with a car breaking his front right leg.
Then again on 22nd September 2025, Babblu Maher was going straight then turned his Vehicle to deliberately hit the dog which killed him, When confronted sped away with his Vehicle.
Kindly look into the matter and take strict action against this offender",Village Berkhera (Meena Patti) Post Berkhera Tehsil Mahwa,-,-,-,03/12/2025,28,1,dog,stray,harm_or_threat_to_dogs
9,14/09/2025,9-6/2025-26/2342/PCA,Nishi jha,-,Gali ke kutton ko Bina matlab pakda ja raha hai sirf kaatne Wale Ko nahin Jo nahin katate unhen bhi pakda ja raha hai kuchh log Apne personal Dushmani nikaalne ke liye kutton ko target kar rahe hain aur sath mein jo unke Sath kutton ki Sath dene Jo a raha hai unse badtamiji se baat kar rahe hain ladiss aur bacchon ke sath bhi badtamiji se baat ki ja rahi hai dhakka mukki ki ja rahi hai ladiss aur bacchon ke sath bhi aur yah kar rahe hain Jo hamare Gali ke adhyaksh Bane hain abhi vah kar rahe hain unka sirf ek Mudda Hai kutte jab ki Gali mein itni choriyan ho rahi hai ladke log Raat Ko Daru Pi ke chhedte Hain UN sab per unka Koi Dhyan nahin hai sirf kutton ka matter banaa rahe hain apni personal Dushmani nikaalne ke liye UN logon se jo UN kutton ko khana khilate Hain kripya is baat per Gaur kijiye kyunki agar vah re location karvate Hain to ine kutton ko dusri jagah chhoda jaega Jahan per use jagah ke logon Ko dikkatein hongi biting case badhenge Kam nahin honge aur agar yah log unko lekar ja rahe hain aur bol rahe hain ki sterilization karvayenge to inse boliye ki hamen proof dekhiae sterilization karva ke inko wapas chhodenge kyunki yah maar dete Hain logon Ko Aaj Tak Jo bhi kutte Le Gaye Hain vah kabhi Jinda wapas nahin aaye hain aur na unka pata Chala ki vah kahan gaye hain please jald se jald is per action liya jaaye Varna bejubano ko Bina matlab maar Diya jaega,116/22 agarwal farm mansarovar jaipur,-,-,-,23/09/2025,28,1,dog,stray,harm_or_threat_to_dogs_and_feeders
10,10/09/2025,9-6/2025-26/2331/PCA,Known,-,"Namaste sir 
Me gav tanwara ka rahne wala hu . Mere gav me aaj 4,5 aadmiyo ne mil kakre ek banbavri jati ke vaykti ko pese diye humare gav se kutte marne ke liye jiske pass ek purana kartus h . Lagbhg 20,30 kutto ko jaan se mardiya or un kutto ki glti kux nhi thi . Bas vo chorahe per bethe rhte the .. jab logo ne unse pucha ki kyu mar rage ho ein kutto ko to unhone bhana bnaya ki unke maveshiyo ko kutto ne mara h . Jo ki ekdm bhana tha unka . 
Aaj un bejubano ki hathya ka nayay aap hi dila skte h . 
Note :- please meri identity bilkul reveal nhi kare 
Eisliye aapse mera nivedan h ki humare pass ke police station ladnun ko jldi avgat krakr un apradiyo ko saja dilaye taki vo aage khhi esa kam nhi kre",Tanwara ladnun didiwana kuchaman,-,-,-,23/09/2025,28,1,dog,stray,harm_or_threat_to_dogs
11,25/07/2025,9-6/2025-26/2101/PCA,RWA,-,"My society is forbidding people from keeping dogs in their homes and is making people sign a NOC that they will not Keep any dog in the future.

There are two street dogs in our society whom the residents want to catch and leave somewhere else. They have tried several times to do this but could not do so due to the interference of some dog lovers. The guards here even beat those dogs with sticks. I am afraid that they might do something to those dogs.

These people are trying to keep all kinds of animals away from the society, in which they beat the cows and dogs with sticks through the guards and the people who come in the middle are called bad guys. Now they have started a new attack that if someone has a dog, he cannot get a house in this society. Which rule does this fall under that anyone can stop anyone from keeping a dog. We, as dog lovers, take care of our dogs like children and till date there has never been an incident where our dogs have caused harm to anyone.","GULMOHAR GARDEN
VATIKA ROAD",-,-,-,27/08/2025,28,1,dog,stray,harm_or_threat_to_dogs
12,11/07/2025,9-6/2025-26/2034/PCA,-,-,"Cruelty to precious creatures: Recently many animals died on Bharatmala road. That incident happened near Shri Laxman Nagar toll. It is all the negligence of the toll worker or the patrolling team. After that incident, the government administration reached the spot and said that the mistake would be rectified but the NHAI team is still treating the animals in the same way and could not make any improvement. Some time ago this vehicle was seen running after a vine and yesterday s incident is where the patrolling vehicle was seen running after camels. The department should work to stop cruelty against animals.",Bharat Mala expressway Amritsar Jamnagar 754k Shri Lakshman Nagar tahsil aau district phalodi,-,-,-,21/07/2025,28,1,unclear,Not Applicable,Not Applicable
13,19/04/2026,9-6/2025-26/2015/PCA,Ashok Kumar Dada,-,"Dear Sir

This person, Ashok Kumar Dada and his and his son Yogesh Dada are casing distress and issues among the street dogs. We have also treated 2 dogs for injuries related to sticks.
Everyday, his extended family conducts Danda March of the street, beating the 6 stray dogs that reside here since they were born.

His family is accused of:
Causing harm to street dogs and distress.
Relocating them by scaring them/beating them.
Arguing and threating the people who take even slight care of any of the dogs. 
Spreading misinformation towards the dogs.

He claims that since he has 2 houses on the street, one on the beginning and one on in the centre, the whole street of 12 Houses as his private property.
I have attached video recording of our CCTV that shows him routinely mistreating dogs. 

Since the incident of 08-07-2025, this has become too threating for the dogs and I fear he may maim/kill any of the dogs.
Please intervene.

Incident on 08-07-2025: https://www.youtube.com/watch?v=gpbZrl4-QKI
Incident on 24-06-2025: https://www.youtube.com/watch?v=v1KFeEfXYp0
Incident on 13-03-2025: https://www.youtube.com/watch?v=FiLsK85VCjw

On 18th April 2026, Mr. Ashok Kumar Dada attempted to bribe municipal dog-catching personnel to unlawfully remove approximately six street dogs from the area. This act is in direct violation of the Animal Birth Control Dogs Rules, 2001, which prohibit relocation of community dogs except for sterilization and vaccination purposes.

Later the same day, the accused individuals engaged in a confrontation with me and my father. During this incident, Yogesh Dada issued verbal threats, creating fear for my personal security and intimidation. Additionally, Mr. Ashok Kumar Dada continued to engage in violent acts against the dogs, including throwing stones, all of which has been captured on video.

Video Evidence - https://www.youtube.com/shorts/WeVs3sNa4Nk

Please take cognizance. We have neutered these dogs since they were unwanted. We have trained them to trust non interfering humans and not bother them. We have been giving these dogs mood relaxing meds for 9 months but the issue is not by the dogs but the action of Mr. Dada and his son.","C-28, Near Roongta Book House, Ganesh Colony, Pilani",-,-,-,21/04/2026,28,1,dog,stray,harm_or_threat_to_dogs_and_feeders
14,25/06/2025,9-6/2025-26/1962/PCA,Vishnudutt Dubey,-,"I am writing to bring to your attention a pressing issue in our locality. A resident/individual Vishnudutt Dubey has been:
Physically abusing street dogs using sticks.
Scaring and intimidating them.
Preventing others from feeding them.
Using abusive language.
Threatening neighbors who feed the dogs.
Demanding relocation of street dogs.

These actions are inhumane, causing distress to animals and disturbance to neighbors. I request:
Immediate intervention.
Action against the individual.
Protection for street dogs and feeders.

Please investigate and take necessary steps.",Sohan Nagar Sendra Road Near Bhandari Petrol Pump Beawar Rajasthan,-,-,-,14/07/2025,28,1,dog,stray,harm_or_threat_to_dogs_and_feeders
15,24/06/2025,9-6/2025-26/1957/PCA,Om enclave society,-,I am attaching video of people of Om enclave society Kota gathering together at the comman enclosure of the society around 8.40 Pm on 22nd June 2025 with sticks in their hand to beat and shoo away stray dogs from the society premises where few dogs got hurt during the process of shooing away I request for board urgent intervention in the matter,Om enclave society near reliance petrol pump Anantpura,-,-,-,14/07/2025,28,1,dog,stray,harm_or_threat_to_dogs
16,16/06/2025,9-6/2025-26/1918/PCA,ICFAI University Jaipur Authorities,-,"I am a student of ICFAI University, Jaipur. I have seen several times the staff of university beating the stray dogs roaming in the university. The University has a big open area, where some stray dogs roam around, but never caused any problem. These Dogs are friendly and loved by students as well. But the staff of University, in order to save their skin from University Management, are always trying to beat these Dogs, even the small puppies. Recently, a video surfaced on the Internet. I recognised the area instantly, which is the back side of college building, where some staff of the University are beating the Dogs ruthlessly. The said video is attached herewith. Dogs and puppies are brutally beaten and killed by ICFAI University Management. Dogs know swimming; they cannot drown, therefore it is evident from another attached video, in which two carcasses of dogs are floating on water tank, that the dogs are killed and thereafter thrown in the water tank. Such subhuman incidents of cruelty are also witnessed by the students in University. Kindly take strict action as the administration of the University has violated section 11 of the Prevention of Cruelty on Animals Act, 1960.","The ICFAI University, Jaipur at Agra Rd, near Cambay Golf Resort, Jamdoli, Jaipur, Rajasthan 302031",-,-,-,14/07/2025,28,1,dog,stray,harm_or_threat_to_dogs
17,01/06/2025,9-6/2025-26/1848/PCA,Diwakar Srivastava,-,I am been hartased for stopping feeding dogs in society,B 50 Abhimanyu Residency Patrakar Colony Mansarovar Jaipur Rajasthan,-,-,-,10/06/2025,28,1,dog,stray,harm_or_threat_to_feeders
18,28/05/2025,9-6/2025-26/1830/PCA,Dog Home foundation,-,"Use of Wire Nooses for Capture: Dogs are being captured using wire nooses, a method that is inherently cruel, causes immense distress, and can  result in severe injuries.
Alarmingly, even lactating female dogs and puppies less than four months of age are being captured. This practice is highly detrimental to the welfare of both the mother and her dependent young, as it disrupts their natural care.
A significant number of dogs captured by the Dog Home Foundation are reportedly not being returned to their original territories after capture.",Jodhpur cantt area,-,-,-,22/10/2025,28,1,dog,stray,harm_or_threat_to_dogs
19,07/05/2025,9-6/2025-26/1760/PCA,Bhootpurv Sainik welfare sansthan,-,"Dear Sir
 Bhilwara Municipal coporation has started ABC program from 21 march 2025 but no monitoring commiittee has been formed yet Tender has been awarded to Ms Bhootpurv Sainik Welfare Sansthan sikar Ear notched dogs have been found in dumping yard Bhilwara video attached which means dogs are been relocated  16 dogs have been stacked together where as per provisions of Abc Rules 2023 no separate cage is there to isolate rabid dogs video attached. Dogs are not been isolated after surgery as per ABC rules 2023 Abc centre Bhilwara is very unhygenic as dog feces is lying all over floor video attached Only male dogs are been sterilised There has been death of female dog after surgery which raises concern regarding expertise of vetinary practitioner. 
I request you to please look into the matter seriously and take necessary steps 
Thank you",-,-,-,-,21/05/2025,28,1,dog,stray,harm_or_threat_to_dogs
20,01/05/2025,9-6/2025-26/1738/PCA,-,-,"Dear Sir
Bhilwara Municipal coporation has started ABC program from 21 march 2025 but no monitoring commiittee has been formed yet

Tender has been awarded to Ms Bhootpurv Sainik Welfare Sansthan sikar

Ear notched dogs have been found in dumping yard Bhilwara video attached which means dogs are been relocated 

16 dogs have been stacked together where as per provisions of Abc Rules 2023 no separate cage is there to isolate rabid dogs video attached. Dogs are not been isolated after surgery as per ABC rules 2023

Abc centre Bhilwara is very unhygenic as dog feces is lying all over floor video attached

Only male dogs are been sterilised

There has been death of female dog after surgery which raises concern regarding expertise of vetinary practitioner.

I request you to please look into the matter seriously and take necessary steps

Thank you",-,-,-,-,21/05/2025,28,1,dog,stray,harm_or_threat_to_dogs
21,16/04/2025,9-6/2025-26/1677/PCA,-,-,A German Shepherd Dog is chained outside the house in this heat of 45 degree in Jaipur as of today 17 April 2025. He cries in pain due to excessive heat and heat from the pavement that burns his toes. Given the fact that its a German Shepherd double coated breed which is well known to be intolerant to heat. Poor dog is left outside dying in heat all day long.,"B-72, Opposite SJ Public School, Janta Colony, Jaipur",-,-,-,28/04/2025,28,1,dog,pet,harm_due_to_fear
22,07/04/2025,9-6/2025-26/1624/PCA,Dinu Timli,-,"Subject
Urgent Animal Cruelty Complaint Against Social Media User

Message
Respected Sir or Madam

I am Moulik Singh Lahre from Chhattisgarh writing to report a serious incident of animal cruelty. A video was posted on a social media platform where a dog is being physically abused. The animal is slapped punched and grabbed by the neck in a violent way causing visible pain and fear. The person shows no care or mercy toward the animal

The social media profile name is written as
dinu timli loverr
The person may be living in Bhanawata village Gram Panchayat Bildiya Tehsil Dhariawad District Pratapgarh Rajasthan pin code three one three six zero five

This is a violation of the following laws
Section eleven of the Prevention of Cruelty to Animals Act nineteen sixty
Indian Penal Code sections four two eight and four two nine
Information Technology Act regarding harmful content shared online

I kindly request
One File an official complaint and start an investigation
Two Identify the person and take action to prevent further abuse
Three Save the video as legal evidence before removal

I am ready to provide video screenshots and other evidence if needed

Thank you for your support and action in protecting animals

Sincerely
Moulik Singh Lahre
Phone Nine Six Nine One Nine Nine Nine Seven Five Seven
Email goldisingh7978 at gmail dot com
Chhattisgarh India","Bhanawata, Gram Panchayat Bildiya, Tehsil Dhariawad, Pratapgarh District, Rajasthan, 313605, India",-,-,-,28/04/2025,28,1,dog,pet,harm_or_threat_to_dogs
23,22/03/2025,9-6/2024-25/1549/PCA,UNKNOWN,-,"I am reaching out to seek your urgent assistance regarding a disturbing incident of animal cruelty that occurred in Jodhpur. A man driving an XUV car Registration No: RJ19UC7700 intentionally ran over a puppy sitting on the road. When confronted by bystanders, he responded dismissively, saying, Do whatever you can.

We have attached video footage and photos of the incident as evidence. Given the severity of this act, we request your help in taking appropriate action against the offender.

Incident Details:
Location: Jalori Gate, Jodhpur, Rajasthan
Culprit: Unknown Car No: RJ19UC7700
Your support in ensuring justice for this act of cruelty would be greatly appreciated. Please let us know how we can assist further in the matter.","Daulat electronics Jodhpur , Jalori Gate ke samne",-,-,-,01/04/2025,28,1,dog,unclear,harm_or_threat_to_dogs
24,18/03/2025,9-6/2024-25/1532/PCA,Megha,-,Killing of my pet due to negligence and in return putting the blame on me. Illegal breeding Fraud Documents like vaccination certificate and fraud vet Not answering our calls and emails.,"10, Shaheed Amit Bhardwaj Marg, Jai Shree Nagar, Sector 5, Malviya Nagar, Jaipur, Rajasthan 302017",-,-,-,27/03/2025,28,1,dog,pet,Not Applicable
25,18/03/2025,9-6/2024-25/1530/PCA,Jerin,-,Killing of my pet due to negligence and in return putting the blame on me. Illegal breeding Fraud Documents like vaccination certificate and fraud vet Not answering our calls and emails.,"10, Shaheed Amit Bhardwaj Marg, Jai Shree Nagar, Sector 5, Malviya Nagar, Jaipur, Rajasthan 302017",-,-,-,25/03/2025,28,1,dog,pet,Not Applicable
26,18/03/2025,9-6/2024-25/1529/PCA,Srishti Sharma,-,"Killing of my pet due to negligence and in return putting the blame on me.
Illegal breeding
Fraud Documents like vaccination certificate and fraud vet
Not answering our calls and emails.","10, Shaheed Amit Bhardwaj Marg, Jai Shree Nagar, Sector 5, Malviya Nagar, Jaipur, Rajasthan 302017",-,-,-,25/03/2025,28,1,dog,pet,Not Applicable
27,08/03/2025,9-6/2024-25/1495/PCA,Aditya Thakur,-,"I trusted him with 2 puppies for 3 months. He assured me that he would train them. Thereafter he never picked up our calls and when we visited his facility he was never there. His wife would always shadow him and tell that he is busy. On 3rd November, 2025 when we told him that we would visit him to check our dogs progress he killed my male puppy that night and messaged in the morning that the puppy has suddenly died. The female puppy that we recovered has a fracture in her hind leg and is very scared. The possible reason is that he beated both of them for training which is very cruel on his part. And out of shock the male pup expired. The female puppy is alive and with me but has a fracture in her hind leg. Sharing a picture for the same.","Chandrapura Bikaner baypass, near by radhaswami hotel, Nathawatpura, Sikar, Rajasthan 332001",-,-,-,05/08/2025,28,1,dog,pet,harm_or_threat_to_dogs
28,28/02/2025,9-6/2024-25/1467/PCA,nagarpalika khatushyam,-,khatushyam mandir ke pas buri tarike se dog ko pakda ja rha hai jese khachre ko fenk rhe ho or unko pta nhi kis liye pakda ja rha hai agar unko tika lagaya jaye to koi problem nhi or unhe wapas whi chhoda jaye lekin unko relocate kiya gya to kanooni apradh hoga to please is mamle ko dekhe or nagarpalika khatushyam par legal action liya jaye,near khatushyam ji temple khatushyam,-,-,-,05/08/2025,28,1,dog,stray,harm_or_threat_to_dogs
29,03/02/2025,9-6/2024-25/1404/PCA,VIRENDER SINGH,-,"Virendra Singh son of Rajendra Singh caste Kamboj Sikh resident of Chak 5 K Dhani Tehsil Anupgarh District Sri Ganganagar State Rajasthan. mob.9351994676, has been running a pet shop named Global Pets illegally without any departmental registration in the market of Anupgarh near Singh Sabha Gurudwara, in which he keeps pet animals and birds hungry and thirsty in small cages without basic facilities, for whom food and water as per the season, air conditioning and medical facilities have also not been arranged by Virendra Singh. Animals and birds cannot be made to stand, sit, lie down or even turn around in those cages. Those animals and birds remain locked in those cages in that shop day and night. Virendra Singh has been running a pet shop without registration/license, not following the law of the notification of the Gazette of India dated 6 September 2018, whose act and behavior is illegal and cruel towards animals and birds. Hence, by lodging a complaint, it is requested that disciplinary legal action be taken against Virendra Singh son of Rajendra Singh for the above-mentioned act and his illegal shop should be permanently sealed/closed and the animals and birds kept in cages should be handed over to the Animal Welfare Board or Society so that the welfare of the animals can be ensured. The complaint is enclosed with the photograph of Virendra Singh shop Global Pets.","MAIN MARKET , NEAR SINGH SABHA GURUDWARA , ANUPGARH",-,-,-,07/03/2025,28,1,bird,Not Applicable,harm_or_threat_to_feeders
30,27/01/2025,9-6/2024-25/1384/PCA,-,-,On 26-01-2025 at around 11 pm an auto driver sat in his auto on a female dog whose name is Roszy intentionally because the dog tear his his auto seat. When we talked to him he started threatening that all these dogs would be killed and also threaten us . After that Puri Gali people understood but he threatened that I will banish you or the dog from Jaipur. now we need justice for that dog she is out of danger but ase logo ko hosla milta h agar inhe koi saja nhi milta to.,31-A mahaveer colony kartarpura jaipur rajasthan near aadarsh school,-,-,-,05/08/2025,28,1,dog,stray,harm_or_threat_to_dogs_and_feeders
31,24/01/2025,9-6/2024-25/1370/PCA,-,-,"On 23 January 2025, at ward no. 22, Khairthal, as per the order of the District Collector, stray dogs were picked up from various locations within the ward by the Nagar Parishad officials in a pick-up vehicle without a number plate or license plate. The vehicle did not even look designed specifically for animal pick-up and handling. How the Nagar Parishad officials handled the dogs was extremely inhumane and in violation of the Honourable Supreme Court guidelines regarding treating stray animals. The dogs were brutally kicked and struck with sticks during their capture, as documented in the videos and photographs attached to this complaint. Additionally, as per a newspaper report attached, the Collector has stated that the dogs are to be relocated to a shelter outside the town. This raises serious concerns as it appears inconsistent with the Supreme Court directive, which mandates that stray dogs must be vaccinated, sterilized, and returned to their original locations. In the past, there have been reports of dogs being abandoned in jungles, even when they posed no threat. I urge you to look into this matter urgently and ensure the humane treatment and safe return of these innocent animals following the law. Thank you for your attention. I look forward to a prompt response.",-,-,-,-,12/02/2025,28,1,dog,stray,harm_or_threat_to_dogs
32,19/12/2024,9-6/2024-25/1234/PCA,Unknown,-,A dog was killed by some unsocial elements in market by hockeys which is illegal they have no such rights to kill animal like that please take action,Rawatbhata chittorgarh,-,-,-,17/03/2025,28,1,dog,stray,harm_or_threat_to_dogs
33,18/12/2024,9-6/2024-25/1231/PCA,-,-,"A video was posted on 17th December 2024, on instagram, by a tourist from Delhi, showing the critical condition of a dog who seems to be sick and hiding. The tourist sought help from the locals, police, municipality office too but nobody responded. The dog seems to be still there. Please help.",Near Khatushyamji Mandir,-,-,-,22/10/2025,28,1,dog,stray,harm_or_threat_to_dogs
34,10/11/2024,9-6/2024-25/1144/PCA,Central Park,-,Central Park does not allow pets in the park and has put up a board showing no pet dogs are allowed,-,-,-,-,02/12/2024,28,1,dog,pet,Not Applicable
35,08/11/2024,9-6/2024-25/1139/PCA,-,-,"HELLO 
it was seen in my village malarna chaur that A dog attacked some people, then some people thinking it to be rabies to death badly. it can say that the dog may have rabies  but is it right to kill the dog with such cruelty? is it not against the  right of animals? could no there have been a provision for a peaceful death? whereas after attacking some people  it was decided that the dog had rabies and it was beaten to death  badly. this dog always lived in my neighborhood and when i saw this video, I felt very bad it as if my heart was hurt. Despite having veterinary doctor in my village, this was done. I want complain that if the dog has rabies, is it right to kill it with cruelty. and it should also be ensured that if the dog has rabies, then who decided that the dog has rabies. And action should be taken on this and rights of animals should be protected. And if the animal is a threat to society then a provision for  a peaceful death should be made for them.",VP MALARNA CHAUR TASHIL MALARNA DOONGAR,-,-,-,02/12/2024,28,1,dog,unclear,harm_or_threat_to_dogs
36,02/11/2024,9-6/2024-25/1125/PCA,Ajay Singh,-,My neighbors car killed a puppy. They drove the car with the puppy under. After that instead of taking the puppy to the hospital they went without doing anything knowing they did so.,"H.no. 230B, 2nd street, near shiv temple, Ratanada, Jodhpur",-,-,-,02/12/2024,28,1,dog,stray,harm_or_threat_to_dogs
37,09/10/2024,9-6/2024-25/1071/PCA,Vishesh Tiwari,-,"A nilgai has died near our society due to the contaminated water discharged from the illegal factory here, after drinking which some animals and birds around here have also died and will continue to die if action is not taken against the owner of such  factories. We would have performed the last rites of an ordinary animal as a matter of humanity, but Nilgai is a wildlife animal, hence you are requested to take this matter into your cognizance as soon as possible so that the foul smell spreading all around here can be stopped and we can save the society and the surrounding areas. Residents can breathe. Since I had called almost all the departments, no one received it and also sent e-mail but no reply has been received yet. Thanks",samyak residency near muhana mandi gate no -01 Muhana jaipur,-,-,-,28/11/2024,28,1,unclear,Not Applicable,Not Applicable
38,05/10/2024,9-6/2024-25/1059/PCA,nagar parishad neem ka thana,-,mere ghar ke pas 28 sep 2024 ko supreme coart ke aadesh ke khilaf gair kanooni tarike se dog ko pakda gya unhe ghayal kiya gya or relocate kiya gya unme se kuchh apni jagah buri tarike se ghayal avshtha me aa gye lekin kuchh abhi bhi lapta hai me chahta hu ki jha se unhe pakda gya wha phir se chhoda jaye or nagar parishad and thekedar and 5 dog catcher ke khilaf sakht karywahi ki jaye or ghayal dog ka upchar karwaya jaye,kharra road near ramdev mandir neem ka thana sikar  rajasthan,-,-,-,28/11/2024,28,1,dog,stray,harm_or_threat_to_dogs
39,29/05/2024,9-6/2024-25/720/PCA,Rohinton dastoor,-,I am writing to formally report an incident of cow abuse that I have recently witnessed/been made aware of.,"A 52 ANAND VIHAR DADHI KA PHATAK BANER ROAD BENJARI MARG 
GANYSHAM PG & TIFFIN CENTER",-,-,-,03/10/2024,28,1,cow,Not Applicable,Not Applicable
40,12/05/2024,9-6/2024-25/672/PCA,Devashish City,-,"I hope this email finds you well. I am writing to bring to your attention a matter of urgent concern regarding the relocation of dogs from certain societies and the potential threat to their lives.

Recently, it has come to our attention that in several areas, there has been a movement to relocate dogs from residential societies. While we understand the need for managing populations and addressing concerns related to animal welfare and safety, we are deeply troubled by reports suggesting that some individuals or groups are advocating for the removal of all dogs from their respective societies, with threats of harming or killing these animals if they are not removed promptly.

As an organization committed to animal welfare and the protection of all sentient beings, we believe that such actions are not only inhumane but also unlawful. Dogs, like all animals, have inherent rights to live free from harm and cruelty. Threatening their lives or forcibly removing them from their habitats without proper consideration for their well-being is a violation of these rights.

We urge you to intervene in this matter promptly to ensure that the rights and welfare of these dogs are protected. We request your assistance in investigating these reports and taking appropriate action to prevent any harm to the animals in question. Additionally, we encourage dialogue and collaboration with local authorities and community members to find humane and sustainable solutions to issues related to stray animal populations.

Furthermore, we would appreciate it if you could provide us with updates on any developments regarding this issue and inform us of any measures being taken to address it. Our organization is willing to offer support and assistance in any way possible to ensure the safety and well-being of these animals.

Thank you for your attention to this matter. We look forward to your prompt response and cooperation in safeguarding the rights of these vulnerable creatures.","Devashish City, borkhera",-,-,-,08/11/2024,28,1,dog,stray,harm_or_threat_to_dogs
41,04/05/2024,9-6/2024-25/648/PCA,Mukut Bihari,-,please refer video and supporting document,-,-,-,-,10/07/2024,28,1,unclear,Not Applicable,Not Applicable
42,18/10/2023,9-6/2023-24/231/PCA,Amit Kumar Singh,-,"Nimai Greens  RWA has not allowed the Pets to go into the Parks 
Nimai Greens RWA has not located any Defection area for the Dogs within the Premises. Dog Owner has to go Outside of the Complex crossing the road risking the lives of the people.","Nimai Greens ,Tower E-1002, Bhiwadi",-,-,-,05/11/2024,28,1,dog,pet,Not Applicable
43,18/10/2023,9-6/2023-24/230/PCA,Amit Kumar Singh,-,ILLegal Resolution Passed By the NImai Greens RWA on Banning Pets for Using the Lifts and Mandatory Use of Muzzles. RWA President  Nimai Greens Bhiwadi Rajsthan AJit Singh Yadav Leading this Malfide campaign is anti-lover and Icting people against the DOg and making the Policies anti dog friendly.,"Nimai Greens ,Tower E-1002, Bhiwadi 301019",-,-,-,08/11/2024,28,1,dog,pet,harm_fear_or_nuisance_by_dogs
44,01/05/2023,9-6/2023-24/53/PCA,-,-,"8/2023/HAWR/RJ                                                                                                  Date: 01rst May, 2023

To,
Dr. S.K. Dutta,
Secretary,
Animal Welfare Board of India,
Ballabhgarh, Haryana

Subject:  Compliant of cruel",-,-,-,-,02/06/2023,28,1,unclear,Not Applicable,Not Applicable
45,25/04/2023,9-6/2023-24/49/PCA,Himansha Jopat,-,"No, strict action taken by the jodhpur municipal corporation as per the direction of AWBI and RAJASTHAN ANIMAL BOARD",Umaid chowk near jaganath ji ki hotel jodhpur rajasthan,-,-,-,02/06/2023,28,1,unclear,Not Applicable,Not Applicable
1,01/09/2025,9-18/2025-26/2290/PCA,Ishiqua,-,"Man was hitting dog with metal chain and with slippers, the person was drunk as well.","House no 29
Saink colony
Jammu",-,-,-,22/10/2025,13,1,dog,pet,harm_or_threat_to_dogs
2,18/08/2025,9-18/2025-26/2228/PCA,Executive officer,-,increase in the population of dofs and  raising cases of dog bite  severally contacted to the MCR but no action has been taken,Rajouri,-,-,-,23/09/2025,13,1,dog,stray,harm_fear_or_nuisance_by_dogs
3,03/04/2025,9-18/2025-26/1611/PCA,rehbar khan,-,"I am writing to formally bring to your attention a grave issue concerning the unethical and cruel treatment of pigeons the practice of pigeon fancying known as kabootar baazi many pigeon fanciers capture these birds subject them inhumane conditions their wings are cutted or completely pluged out and they are confined for their entire lives and pigeon racing have became widespread activity with many individuals placing bets and gambling under the guise of sports which have a huge impact on the health of these birds as they forced to fly long under extreme conditions often leading exhaustion, injuries and even death disturbingly some fanciers even administer drugs to these pigeons to enhance their performance in races further endangering their health and well being I strongly believe that this issue requires immediate action to ban pigeon fancying and racing ensureling the protection and welfare of the birds",Srinagar,-,-,-,04/11/2025,13,1,bird,Not Applicable,Not Applicable
4,24/02/2025,9-18/2024-25/1455/PCA,-,-,Pet dog killed brutally and illegal Burial inside soil.,Capt Lucky Chouhan 5 Assam Regiment village Hamirpur block Khour Jourian akhnoor,-,-,-,05/08/2025,13,1,dog,pet,Not Applicable
5,01/02/2025,9-18/2024-25/1391/PCA,Mohd imran famda,-,"Please release my salary 
I Request my department AWBI",Badi back Nagsari kalaroos Kupwara,-,-,-,07/03/2025,13,1,unclear,Not Applicable,Not Applicable
